main_topic,description_1,bill_link,bill_name,current_status,first_house_progress,second_house_progress,after_passage_progress,description_2,sponsors,requester,democrat_sponsor_count,republican_sponsor_count
COVID-19 AND CORONAVIRUS,"Property value, reduction in, as destroyed property or due to public health emergency use restrictions",https://app.leg.wa.gov/billsummary?BillNumber=5282&Year=2021&Initiative=false,SB 5282,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning reduction in value of property as a result of government restrictions imposed in response to a public health emergency.,"Dhingra, Carlyle, Das, Kuderer, Nguyen, Randall, Rivers, Saldaña, Stanford, Wagoner, Claire Wilson",No Requester,9,4
COVID-19 AND CORONAVIRUS,"Protective devices/equipment, during public health emergency, requirements for employers",https://app.leg.wa.gov/billsummary?BillNumber=5115&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5115,C 252 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Establishing health emergency labor standards.,"Keiser, Liias, Conway, Kuderer, Lovelett, Nguyen, Salomon, Stanford, Claire Wilson",No Requester,9,2
COVID-19 AND CORONAVIRUS,"Protective devices/equipment, during public health emergency, requirements for employers",https://app.leg.wa.gov/billsummary?BillNumber=5254&Year=2021&Initiative=false,Substitute - SSB 5254,C 146 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning the use of protective devices and equipment during a public health emergency.,"Salomon, Darneille, Frockt, Hasegawa, Keiser, Saldaña, Stanford, Claire Wilson",No Requester,7,2
COVID-19 AND CORONAVIRUS,"Protective devices/equipment, during public health emergency, requirements for employers",https://app.leg.wa.gov/billsummary?BillNumber=5254&Year=2021&Initiative=false,Substitute - SSB 5254,C 146 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning the use of protective devices and equipment during a public health emergency.,"Salomon, Darneille, Frockt, Hasegawa, Keiser, Saldaña, Stanford, Claire Wilson",No Requester,7,2
COVID-19 AND CORONAVIRUS,"Public assistance, basic food categorical income eligibility program, creating for income eligibility for other programs",https://app.leg.wa.gov/billsummary?BillNumber=5433&Year=2021&Initiative=false,SB 5433,"SHuman Svcs, Re","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Creating the basic food categorical income eligibility program.,"Lovelett, Dhingra, Darneille, Das, Frockt, Keiser, Nguyen, Nobles, Randall, Claire Wilson",No Requester,9,2
COVID-19 AND CORONAVIRUS,"Public assistance, for households in need, CEAP/need standards/cash benefit/transitional food assistance",https://app.leg.wa.gov/billsummary?BillNumber=1151&Year=2021&Initiative=false,Substitute - SHB 1151,C 9 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Bolstering economic recovery.,"Leavitt, Shewmake, Peterson, Bronoske, Entenman, Stonier, Bateman, Chopp, Frame, Hackney, Callan, Pollet, Gregerson, Senn, Jesse Johnson",No Requester,14,0
COVID-19 AND CORONAVIRUS,"Public assistance, for households in need, CEAP/need standards/cash benefit/transitional food assistance",https://app.leg.wa.gov/billsummary?BillNumber=1151&Year=2021&Initiative=false,Substitute - SHB 1151,C 9 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Bolstering economic recovery.,"Leavitt, Shewmake, Peterson, Bronoske, Entenman, Stonier, Bateman, Chopp, Frame, Hackney, Callan, Pollet, Gregerson, Senn, Jesse Johnson",No Requester,14,0
COVID-19 AND CORONAVIRUS,"Public assistance, minimum service expectations and requirements for DSHS, establishing",https://app.leg.wa.gov/billsummary?BillNumber=2075&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 2075,Gov vetoed,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '0']",Establishing service requirements for the department of social and health services.,"Peterson, Fitzgibbon, Simmons, Morgan, Chopp, Walen, Macri, Sutherland",No Requester,7,1
COVID-19 AND CORONAVIRUS,"Public assistance, minimum service expectations and requirements for DSHS, establishing",https://app.leg.wa.gov/billsummary?BillNumber=2075&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 2075,Gov vetoed,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '0']",Establishing service requirements for the department of social and health services.,"Peterson, Fitzgibbon, Simmons, Morgan, Chopp, Walen, Macri, Sutherland",No Requester,7,1
COVID-19 AND CORONAVIRUS,"Public assistance, minimum service expectations/requirements for DSHS's community services division, establishing",https://app.leg.wa.gov/billsummary?BillNumber=2075&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 2075,Gov vetoed,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '0']",Establishing service requirements for the department of social and health services.,"Peterson, Fitzgibbon, Simmons, Morgan, Chopp, Walen, Macri, Sutherland",No Requester,7,1
COVID-19 AND CORONAVIRUS,"Public assistance, need standards for households, expanding goods/services included in",https://app.leg.wa.gov/billsummary?BillNumber=1151&Year=2021&Initiative=false,Substitute - SHB 1151,C 9 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Bolstering economic recovery.,"Leavitt, Shewmake, Peterson, Bronoske, Entenman, Stonier, Bateman, Chopp, Frame, Hackney, Callan, Pollet, Gregerson, Senn, Jesse Johnson",No Requester,14,0
COVID-19 AND CORONAVIRUS,"Public assistance, need standards for households, expanding goods/services included in",https://app.leg.wa.gov/billsummary?BillNumber=1151&Year=2021&Initiative=false,Substitute - SHB 1151,C 9 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Bolstering economic recovery.,"Leavitt, Shewmake, Peterson, Bronoske, Entenman, Stonier, Bateman, Chopp, Frame, Hackney, Callan, Pollet, Gregerson, Senn, Jesse Johnson",No Requester,14,0
COVID-19 AND CORONAVIRUS,"Public assistance, one-time cash benefit and transitional food assistance for certain households",https://app.leg.wa.gov/billsummary?BillNumber=1151&Year=2021&Initiative=false,Substitute - SHB 1151,C 9 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Bolstering economic recovery.,"Leavitt, Shewmake, Peterson, Bronoske, Entenman, Stonier, Bateman, Chopp, Frame, Hackney, Callan, Pollet, Gregerson, Senn, Jesse Johnson",No Requester,14,0
COVID-19 AND CORONAVIRUS,"Public assistance, one-time cash benefit and transitional food assistance for certain households",https://app.leg.wa.gov/billsummary?BillNumber=1151&Year=2021&Initiative=false,Substitute - SHB 1151,C 9 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Bolstering economic recovery.,"Leavitt, Shewmake, Peterson, Bronoske, Entenman, Stonier, Bateman, Chopp, Frame, Hackney, Callan, Pollet, Gregerson, Senn, Jesse Johnson",No Requester,14,0
COVID-19 AND CORONAVIRUS,"Public health measures, when infringing on any constitutional rights, prohibiting enforcement of",https://app.leg.wa.gov/billsummary?BillNumber=1442&Year=2021&Initiative=false,HB 1442,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning epidemic and pandemic preparedness.,"Chase, Sutherland, Caldier, Schmick, Eslick, Kraft",No Requester,0,6
COVID-19 AND CORONAVIRUS,"Public health services, foundational, comprehensive health services districts for, establishing and forming",https://app.leg.wa.gov/billsummary?BillNumber=1152&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1152,C 205 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Supporting measures to create comprehensive public health districts.,"Riccelli, Leavitt, Stonier, Ormsby, Lekanoff, Pollet, Bronoske, Bateman",Office of the Governor,7,0
COVID-19 AND CORONAVIRUS,"Public health services, foundational, comprehensive public health districts for, creating",https://app.leg.wa.gov/billsummary?BillNumber=1152&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1152,C 205 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Supporting measures to create comprehensive public health districts.,"Riccelli, Leavitt, Stonier, Ormsby, Lekanoff, Pollet, Bronoske, Bateman",Office of the Governor,7,0
COVID-19 AND CORONAVIRUS,"Public health services, foundational, comprehensive public health districts for, creating",https://app.leg.wa.gov/billsummary?BillNumber=5173&Year=2021&Initiative=false,SB 5173,SHealth & Long,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Supporting measures to create comprehensive public health districts.,"Robinson, Das, Dhingra, Frockt, Kuderer, Liias, Nobles, Saldaña, Claire Wilson",Office of the Governor,9,2
COVID-19 AND CORONAVIRUS,"Public health services, foundational, covered lives assessment funds use for",https://app.leg.wa.gov/billsummary?BillNumber=1201&Year=2021&Initiative=false,HB 1201,HFinance,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Funding foundational public health services.,"Riccelli, Macri, Bateman, Sullivan, Kloba, Simmons, Cody, Ramel, Ortiz-Self, Bergquist, Tharinger, Fey, Pollet, Harris-Talley",Office of the Governor,15,1
COVID-19 AND CORONAVIRUS,"Public health services, foundational, covered lives assessment funds use for",https://app.leg.wa.gov/billsummary?BillNumber=5149&Year=2021&Initiative=false,Substitute - SSB 5149,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Funding foundational public health services.,"Robinson, Das, Dhingra, Kuderer, Liias, Nobles, Saldaña, Claire Wilson",Office of the Governor,8,2
COVID-19 AND CORONAVIRUS,"Public health services, foundational, covered lives assessment funds use for",https://app.leg.wa.gov/billsummary?BillNumber=5149&Year=2021&Initiative=false,Substitute - SSB 5149,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Funding foundational public health services.,"Robinson, Das, Dhingra, Kuderer, Liias, Nobles, Saldaña, Claire Wilson",Office of the Governor,8,2
COVID-19 AND CORONAVIRUS,"Public health services, foundational, health districts for, and public health advisory, local, and community health advisory boards",https://app.leg.wa.gov/billsummary?BillNumber=1152&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1152,C 205 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Supporting measures to create comprehensive public health districts.,"Riccelli, Leavitt, Stonier, Ormsby, Lekanoff, Pollet, Bronoske, Bateman",Office of the Governor,7,0
COVID-19 AND CORONAVIRUS,"Public health, knowledge/skills needed by students in grades 9-12, and education advisory committee",https://app.leg.wa.gov/billsummary?BillNumber=1149&Year=2021&Initiative=false,HB 1149,HEducation,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the public health knowledge of students in public school.,"Pollet, Dolan, Ramel, Ormsby, Lekanoff, Goodman, Wicks, Valdez",No Requester,8,0
COVID-19 AND CORONAVIRUS,"Public works contracts, clauses waiving/extinguishing rights to damages due to COVID-caused delay, voiding",https://app.leg.wa.gov/billsummary?BillNumber=5333&Year=2021&Initiative=false,Substitute - SSB 5333,SRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning void and unenforceable clauses in construction contracts related to delays caused by the COVID-19 pandemic emergency proclamations.,"Holy, Linda Wilson",No Requester,1,3
COVID-19 AND CORONAVIRUS,"Quarantine, housing/rental assistance for persons in, revenue use for",https://app.leg.wa.gov/billsummary?BillNumber=1069&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1069,C 296 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning local government fiscal flexibility.,"Pollet, Duerr, Leavitt, Wylie, Tharinger, Kloba, Senn, Ryu, Callan, Fey",No Requester,10,0
COVID-19 AND CORONAVIRUS,"Quarantine, housing/rental assistance for persons in, revenue use for",https://app.leg.wa.gov/billsummary?BillNumber=1069&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1069,C 296 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning local government fiscal flexibility.,"Pollet, Duerr, Leavitt, Wylie, Tharinger, Kloba, Senn, Ryu, Callan, Fey",No Requester,10,0
COVID-19 AND CORONAVIRUS,"Quarantine, housing/rental assistance for persons in, revenue use for",https://app.leg.wa.gov/billsummary?BillNumber=1069&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1069,C 296 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning local government fiscal flexibility.,"Pollet, Duerr, Leavitt, Wylie, Tharinger, Kloba, Senn, Ryu, Callan, Fey",No Requester,10,0
COVID-19 AND CORONAVIRUS,"Quarantine, involuntary detention or isolation or, to control contagious/infectious disease, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=2030&Year=2021&Initiative=false,HB 2030,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Prohibiting the use of involuntary quarantine and isolation.,"Walsh, Klippert, Chase, Sutherland, Jacobsen, Eslick, Young",No Requester,0,7
COVID-19 AND CORONAVIRUS,"Quarantine, participation in self-isolation or, mandating of, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=1305&Year=2021&Initiative=false,HB 1305,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the right to refuse vaccines and health-related measures.,"Kraft, Young, Sutherland, Eslick, Chase",No Requester,0,5
COVID-19 AND CORONAVIRUS,"Quarantine, participation in self-isolation or, mandating of, prohibition and exception",https://app.leg.wa.gov/billsummary?BillNumber=1317&Year=2021&Initiative=false,HB 1317,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning an individual's right to refuse health-related measures.,"Young, Kraft, Chase, Sutherland",No Requester,0,4
COVID-19 AND CORONAVIRUS,"Real property, sales under execution, electronic media use for, during public health crises",https://app.leg.wa.gov/billsummary?BillNumber=1271&Year=2021&Initiative=false,Engrossed - EHB 1271,C 122 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Ensuring continuity of operations in the offices of county elected officials during the current COVID-19 pandemic and future public health crises.,"Orwall, Goehner, Goodman, Thai, Fey, Pollet, Harris-Talley",No Requester,6,2
COVID-19 AND CORONAVIRUS,"Recreation, outdoor, ""parks Rx"" health and wellness pilot program, task force for developing, convening",https://app.leg.wa.gov/billsummary?BillNumber=5292&Year=2021&Initiative=false,Substitute - SSB 5292,SRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the use of parks and recreation spaces, trails, and facilities in the design of parks Rx pilot program collaboratively designed with the health care and insurance industry sectors.","Nobles, Cleveland, Das, Keiser, Lovelett, Nguyen, Randall, Salomon, Stanford, Van De Wege, Claire Wilson",No Requester,11,2
COVID-19 AND CORONAVIRUS,"Recreation, outdoor, ""parks Rx"" health and wellness pilot program, task force for developing, convening",https://app.leg.wa.gov/billsummary?BillNumber=5292&Year=2021&Initiative=false,Substitute - SSB 5292,SRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the use of parks and recreation spaces, trails, and facilities in the design of parks Rx pilot program collaboratively designed with the health care and insurance industry sectors.","Nobles, Cleveland, Das, Keiser, Lovelett, Nguyen, Randall, Salomon, Stanford, Van De Wege, Claire Wilson",No Requester,11,2
COVID-19 AND CORONAVIRUS,"Recreation, outdoor, bicycle tour permit for groups of 6 or more not in same household, in rural counties",https://app.leg.wa.gov/billsummary?BillNumber=1435&Year=2021&Initiative=false,HB 1435,HLocal Govt,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Authorizing local authorities to implement bicycle tour permits.,"Kretz, Sutherland, Graham, Dent, Eslick, Ormsby",No Requester,1,5
COVID-19 AND CORONAVIRUS,"Rent increases, after expiration of governor's eviction moratorium, limiting",https://app.leg.wa.gov/billsummary?BillNumber=5139&Year=2021&Initiative=false,SB 5139,SHousing & Loca,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Limiting rent increases after expiration of the governor's eviction moratorium.,"Das, Lovelett, Darneille, Hunt, Liias, Nguyen, Claire Wilson",No Requester,6,2
COVID-19 AND CORONAVIRUS,"Rental assistance, access to state/local programs for tenants and landlords",https://app.leg.wa.gov/billsummary?BillNumber=5160&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SSB 5160,C 115 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Addressing landlord-tenant relations by providing certain tenant protections during and after public health emergencies, providing for legal representation in eviction cases, and authorizing landlord access to state rental assistance programs.","Kuderer, Liias, Conway, Das, Lovelett, Saldaña, Claire Wilson",No Requester,7,2
